file,session_id,max_same_tool_count,max_same_tool,total_tool_calls_in_session,distinct_tools_in_session,has_tool_availability_language,has_action_validity_constraint,has_direct_tool_permission_language,has_explicit_permission_language,has_explicit_permission_language_near_tool_context,tool_counts_json
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_123,12,get_relations,21,3,True,True,False,False,False,"{""get_relations"":12,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_124,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_125,5,get_relations,12,4,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_126,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_127,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_128,6,get_relations,14,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_129,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_130,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_131,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_132,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_133,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_134,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_135,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_136,8,get_relations,17,3,True,True,False,False,False,"{""get_relations"":8,""get_neighbors"":8,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_137,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_138,9,get_relations,13,3,True,True,False,False,False,"{""get_relations"":9,""get_neighbors"":3,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_139,6,get_relations,15,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_140,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_141,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_142,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_143,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_144,5,get_relations,10,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_145,7,get_relations,16,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_146,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_147,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_148,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_149,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_150,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_151,4,get_relations,10,4,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_152,7,get_relations,16,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_153,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_154,12,get_relations,17,4,True,True,False,False,False,"{""get_relations"":12,""get_neighbors"":3,""intersection"":1,""apologize"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_155,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_156,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_157,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_158,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_159,9,get_relations,22,4,True,True,False,False,False,"{""get_relations"":9,""get_neighbors"":8,""intersection"":4,""get_attributes"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_160,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_161,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_162,4,get_relations,10,4,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_163,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_164,6,get_relations,15,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_165,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_166,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_167,6,get_relations,15,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_168,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_169,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_170,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_171,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_172,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_173,7,get_relations,19,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":7,""intersection"":5}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_174,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_175,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_176,4,get_relations,10,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_177,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_178,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_179,6,get_relations,12,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_180,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_181,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_182,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_183,6,get_relations,13,4,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_184,6,get_relations,12,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_185,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_186,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_187,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_188,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_189,4,get_relations,10,4,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_190,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_191,6,get_relations,12,5,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":3,""intersection"":1,""get_attributes"":1,""since"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_192,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_193,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_194,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_195,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_196,7,get_relations,16,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_197,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_198,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_199,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_200,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_201,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_202,8,get_relations,16,3,True,True,False,False,False,"{""get_relations"":8,""get_neighbors"":7,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_203,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_204,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_205,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_206,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_207,10,get_relations,19,3,True,True,False,False,False,"{""get_relations"":10,""get_neighbors"":7,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_208,6,get_relations,12,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_209,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_210,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_211,4,get_relations,10,4,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_212,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_213,9,get_relations,18,3,True,True,False,False,False,"{""get_relations"":9,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_214,14,get_relations,18,3,True,True,False,False,False,"{""get_relations"":14,""get_neighbors"":3,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_215,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_216,4,get_relations,10,4,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_217,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_218,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_219,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_220,7,get_relations,15,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":7,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_221,7,get_relations,15,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":7,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_222,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_223,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_224,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_225,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_226,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_227,10,get_relations,20,4,True,True,False,False,False,"{""get_relations"":10,""get_neighbors"":8,""intersection"":1,""get_attributes"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_228,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_229,6,get_relations,12,4,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":4,""intersection"":1,""get_attributes"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_230,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_231,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_232,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_233,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_234,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_235,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_236,5,get_relations,12,4,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_237,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_238,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_239,6,get_relations,15,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_240,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_241,7,get_relations,15,3,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":7,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_242,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_243,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_244,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_245,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_246,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_247,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_248,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_249,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_250,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_251,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_252,6,get_relations,15,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_253,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_254,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_255,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_256,7,get_relations,15,5,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":5,""intersection"":1,""get_attributes"":1,""get_entities_of_type"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_257,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_258,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_259,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_260,5,get_relations,11,4,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":4,""intersection"":1,""get_attributes"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_261,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_262,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_263,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_264,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_265,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_266,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_267,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_268,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_269,5,get_relations,12,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":2}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_270,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_271,7,get_relations,15,4,True,True,False,False,False,"{""get_relations"":7,""get_neighbors"":5,""intersection"":2,""get_attributes"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_272,6,get_relations,13,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_273,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_274,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_275,9,get_relations,16,3,True,True,False,False,False,"{""get_relations"":9,""get_neighbors"":6,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_276,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_277,4,get_relations,10,4,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1,""count"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_278,8,get_neighbors,18,3,True,True,False,False,False,"{""get_neighbors"":8,""get_relations"":7,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_279,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_280,4,get_relations,9,3,True,True,False,False,False,"{""get_relations"":4,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_281,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_282,6,get_relations,15,3,True,True,False,False,False,"{""get_relations"":6,""get_neighbors"":6,""intersection"":3}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_283,5,get_relations,11,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":5,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_284,5,get_relations,10,3,True,True,False,False,False,"{""get_relations"":5,""get_neighbors"":4,""intersection"":1}"
kg-00000-of-00001-9e159f6d0557d229.parquet,kg_285,6,get_neighbors,14,3,True,True,False,False,False,"{""get_neighbors"":6,""get_relations"":5,""intersection"":3}"
